ncbi_tax_id,CC11CM0,CC11CM1,CC11CM10,CC11CM11,CC11CM12,CC11CM13,CC11CM14,CC11CM15,CC11CM16,CC11CM17,CC11CM18,CC11CM19,CC11CM2,CC11CM20,CC11CM21,CC11CM22,CC11CM23,CC11CM24,CC11CM25,CC11CM26,CC11CM27,CC11CM28,CC11CM29,CC11CM3,CC11CM30,CC11CM31,CC11CM32,CC11CM33,CC11CM34,CC11CM35,CC11CM36,CC11CM37,CC11CM38,CC11CM39,CC11CM4,CC11CM40,CC11CM41,CC11CM42,CC11CM43,CC11CM44,CC11CM45,CC11CM46,CC11CM47,CC11CM48,CC11CM49,CC11CM5,CC11CM50,CC11CM51,CC11CM52,CC11CM53,CC11CM54,CC11CM55,CC11CM56,CC11CM57,CC11CM58,CC11CM59,CC11CM6,CC11CM60,CC11CM61,CC11CM62,CC11CM63,CC11CM64,CC11CM65,CC11CM66,CC11CM67,CC11CM68,CC11CM69,CC11CM7,CC11CM70,CC11CM71,CC11CM72,CC11CM73,CC11CM74,CC11CM75,CC11CM76,CC11CM77,CC11CM78,CC11CM79,CC11CM8,CC11CM80,CC11CM81,CC11CM82,CC11CM83,CC11CM84,CC11CM85,CC11CM86,CC11CM87,CC11CM88,CC11CM89,CC11CM9,CC11CM90,CC11CM91,CC11CM92,CC11CM93,CC11CM94,CC11CM95,CC11CM96,CC11CM97,CC11CM98,CC11CM99
561,,,1260.0,,,,,,,,,293.0,,325.0,,,,,,,,,,,,,,,,,,3952.0,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,
566,,,442.0,3075.0,,,,,,,,459.0,,1505.0,,7.0,,,805.0,,,,,,,4451.0,,1631.0,,1721.0,,,1049.0,,,,,,,,,,,1239.0,61.0,,,394.0,,,,,,,,,,,,3997.0,,,,,,,,3517.0,,,,,2235.0,2927.0,,,,,44.0,,34.0,,7.0,,,25.0,58.0,48.0,,,,305.0,,,,,,,4.0,
626947,,,405.0,1873.0,,893.0,,,,,,705.0,,,336.0,,,,,,,,40.0,,,,,,235.0,2837.0,,,,3774.0,,,,2441.0,,,,3671.0,,,,,,,,,,845.0,,,,,,1835.0,,,,690.0,,1490.0,386.0,,,,,,,,1634.0,573.0,,920.0,1061.0,89.0,2268.0,1431.0,5091.0,1435.0,,2483.0,157.0,,2257.0,,,,,,,,,,,,,
69221,,,4.0,,,2.0,,8.0,31.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,27.0,,,,,,,,,,,19.0,,,27.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
732242,,,3691.0,,,633.0,,,,,854.0,,,,,502.0,666.0,1019.0,,,,,,,1090.0,,,,,,,,,,1426.0,,,,,,,,,,,,,,,,,,,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,173.0,225.0,,,
78344,,,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,47.0,,,,,,,,27.0,,,,,,,,,,,9.0,,,,,,,,,80.0,,4.0,,,,40.0,,,,,,,,,,31.0,,,18.0,,,,,125.0,,,,171.0,,,,,,112.0,,5.0,113.0,,55.0,,,,,37.0,,34.0,,,,,,,,53.0,,,,,,,155.0,,94.0,,,,,139.0,144.0
848,,,660.0,,,,,,,,,,,,,1359.0,,,,,,,,,,,1328.0,,,,,,976.0,,,,943.0,,1002.0,149.0,,,,,,,,,,,,,1020.0,,,,,,,1877.0,,354.0,,741.0,1380.0,917.0,,,,,,,,,,2409.0,,,,,63.0,,,,,,2069.0,,,,,,,,,605.0,,,,
873,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037355,,,,3362.0,,,,,,115.0,,,,,287.0,,,,,,2324.0,,,,,,,,,,,,,,,,,,,201.0,,,,2573.0,,,,,,,,,,,,,1496.0,,,,,,,,,,,,,,,,,,,,2459.0,,,2684.0,,,,,3012.0,,,,1032.0,,,,,,,,,,,
103892,,,,52.0,,,,,,117.0,59.0,,,,,245.0,,,,65.0,,,,,,,,,,,,,39.0,,,,,,,,205.0,,,91.0,,,,,,207.0,,,,,,,,,,,,,,,295.0,,,,,131.0,,,182.0,,210.0,,102.0,,,,,209.0,,,244.0,183.0,,82.0,,,,,81.0,,,,,40.0,,
1071886,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1118061,,,,2072.0,,,,,,,,,,,,1318.0,,1787.0,,,,,,,,,4577.0,,,,,,,,,,,,,,,1094.0,,,,,2890.0,1995.0,,,,,,,,,,,,,,,,,,1700.0,,,,,,,,2921.0,,,,921.0,,,,,,,,,,4467.0,,,,,,,,,,,,
1121098,,,,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,,,932.0,,,,,,,,,,,529.0,,,,,,,,,68.0,
1121114,,,,1775.0,,1498.0,,,,958.0,,,,,,641.0,,,,,,,574.0,,,,,,,,238.0,,,,2519.0,,,276.0,,,,,,,,744.0,,,,,,,,,442.0,472.0,389.0,,,,836.0,,,,,,,,,,,,,,,,,,785.0,,,,,,,,,,93.0,,1037.0,866.0,2826.0,1306.0,,,,2667.0,,5474.0
1150298,,,,45.0,148.0,,,239.0,,,200.0,165.0,,265.0,360.0,121.0,,242.0,73.0,,,227.0,337.0,82.0,319.0,50.0,37.0,265.0,,4.0,235.0,14.0,90.0,307.0,261.0,96.0,128.0,33.0,,262.0,221.0,426.0,30.0,,470.0,,,640.0,,,232.0,68.0,147.0,,,94.0,,426.0,,46.0,,530.0,126.0,,,108.0,92.0,446.0,,,53.0,,373.0,,281.0,382.0,,92.0,,,,225.0,,,100.0,400.0,50.0,80.0,13.0,172.0,,,264.0,,,,56.0,650.0,108.0,456.0
1236512,,,,365.0,,,,,,,,,,,4206.0,,,,,,1634.0,,,,1234.0,,,,,,,,,,,,,,,,,,,,1043.0,,1585.0,841.0,,,635.0,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,361.0,,,,,,,,,,,
1246,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297750,,,,1110.0,1291.0,,1676.0,,,,,,,,1938.0,,,538.0,1285.0,,2911.0,,,773.0,,,4148.0,,,,,,,1129.0,,,,,1633.0,825.0,748.0,,,,,,,1149.0,2089.0,,,,364.0,,,411.0,,,,,,653.0,,213.0,,,,,,,,,,,,,,,2495.0,,,,,,,,,,,,,95.0,,,,612.0,417.0,,,
1515,,,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,1697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,579.0,,,,,,
228419,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291644,,,,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293545,,,,5691.0,,,,,2648.0,,,,,,,,,,,2323.0,,,,4638.0,,,666.0,,,,,,,,500.0,,,,4545.0,3932.0,,,,,,1143.0,,,,,,,,,,,,,,5739.0,,,,,,832.0,,2058.0,4041.0,4956.0,,,,,5710.0,811.0,,,,,,,,,,,,,,,5589.0,,,,,,,,,
309120,,,,208.0,,,,,,,,,1635.0,,,,,,,3.0,1813.0,548.0,,,,,,,,,,,,,,,,,,,,,,2257.0,,,,,1673.0,,,,,,,,,,,,933.0,,,,,,,,,,,,,,1798.0,,993.0,,,,,,,,,,,,,,,,,,,1587.0,,,,
33040,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341225,,,,298.0,,,,,,,131.0,,175.0,,,,,,,54.0,,,,,,,,,7.0,,,264.0,,,,81.0,,,,,,,,,,,178.0,,66.0,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,232.0,,,,357.0,,,,,,754.0,,,,,,384.0,,,,,243.0,
349095,,,,11.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,4.0,,,,,,,,,,,,,,,17.0,,,,,,27.0,,,,,,3.0,,,,,,,8.0,,,,,,,,33.0,
357276,,,,787.0,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,417.0,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35760,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,
449673,,,,499.0,1095.0,1186.0,,,,,,,,,1129.0,730.0,868.0,,,,,,,,,,673.0,,,,,,,,,1607.0,,,,,,,,,,,,,,,,,,,,,,,670.0,,,,156.0,,,,,1423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45851,,,,78.0,,,,91.0,36.0,,,,,,,,,,,23.0,74.0,,,,,,,,,,,,,,58.0,,,,,,,,104.0,42.0,,,,,,,,,3.0,23.0,,,42.0,,,,,,,83.0,,74.0,,,,,,,53.0,,,,,,16.0,,,,,,,,,,,,,,73.0,,188.0,310.0,,,,
476272,,,,886.0,,,,2031.0,,,,,,,513.0,,,,3075.0,,,,,,2485.0,,,,,,1103.0,,661.0,,,2572.0,,950.0,167.0,2455.0,,,,456.0,,3094.0,,,,,,,2814.0,,,,,,,,,,905.0,,,,3084.0,,,,,,,,,,1208.0,,1046.0,39.0,,,24.0,,,,,,,,,1788.0,1261.0,,,,,,689.0,
484018,,,,1898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2929.0,,,2752.0,,,,,,,,,816.0,,,3119.0,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51123,,,,7.0,,881.0,,,,,,,,,,,,,,1831.0,,,,,,,,,,,,,,,,,,389.0,,,313.0,,,,,,,,,297.0,,,443.0,,,,,,,,,221.0,,,,715.0,,314.0,,344.0,,,,1126.0,,,,,,,,503.0,2911.0,,,,,,,,,,,,,,,,464.0,
573061,,,,110.0,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,
585054,,,,1241.0,,,,,,,,,,437.0,,,,,,1807.0,,2133.0,,,,1560.0,,2559.0,,,,,,,,,573.0,,,1332.0,,,,,,1166.0,,,,,,3752.0,,,,418.0,,,,,,,,,,,,,,,,,,,3287.0,,,,125.0,,,,24.0,,,,,,36.0,,,227.0,,,1594.0,,2854.0,,6.0,2968.0
622312,,,,658.0,,,293.0,,,,,,,336.0,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,272.0,,,,,291.0,,,,,,1612.0,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,433.0,,,1639.0,,
626933,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,218.0,,,,
661498,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0,,,,,,,,360.0,,,,,,,,,,
67827,,,,4.0,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697329,,,,652.0,,,,,,,,,,,823.0,,,,,,,,,,,,,,,,,1243.0,,,,,,,,72.0,,,,,,,,1902.0,174.0,,,,,,1557.0,,,,,,,,,,,1528.0,,,,1443.0,,,,1534.0,1511.0,,,,,,,,,,,,,,,,1476.0,74.0,,,,,,,,
738,,,,362.0,,,,,,1453.0,,,,,,,377.0,,,,,,,,,,,,,,,1361.0,,,,,,,,,,,,,,,3020.0,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,,,,,,,,,,,,2937.0,,,1504.0,1829.0,,,578.0,,,,,,
78346,,,,238.0,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885040,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106588,,,,,3.0,5.0,,,1.0,15.0,,6.0,,,5.0,,19.0,,,3.0,,12.0,15.0,,13.0,3.0,6.0,18.0,,17.0,8.0,,,1.0,,,,4.0,,,,,,8.0,14.0,,,,,,,1.0,,4.0,4.0,12.0,,,,9.0,,,,5.0,20.0,13.0,,,,,4.0,6.0,,,,,5.0,5.0,,,27.0,,,,1.0,,,,,12.0,,,8.0,,,36.0,,,10.0,22.0
1123299,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,
1236514,,,,,681.0,,,,,,,,,,3023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097.0,561.0,,,649.0,4369.0,,,,,,,,,,,,,,,,,,,,4196.0,,587.0,,,,,,,,,,,,,168.0,,,,,,60.0,,,,,,,,80.0,,,
1303,,,,,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322246,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,,,,,14.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,27.0,185.0,,,,,,,,,,,,,,,132.0,,
1408417,,,,,15.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,
1458466,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158847,,,,,1.0,,,,,34.0,78.0,,68.0,,,,,,,35.0,56.0,,,,,,,,,,,44.0,,,57.0,,117.0,61.0,,34.0,,,106.0,,,,,,37.0,,,,,,40.0,,,,,,,8.0,,,,60.0,7.0,68.0,,,,,104.0,,61.0,,,,,,,30.0,54.0,,61.0,,88.0,51.0,,,,,,,,,,,,
208962,,,,,5038.0,,,,,1718.0,,1138.0,,671.0,,,3177.0,,390.0,729.0,,,3022.0,,,,,,,2701.0,,,2993.0,,,3020.0,,,,342.0,,,,,283.0,3327.0,,,,,,,,,,1193.0,,,637.0,,6399.0,,,,,,,,,,8015.0,,,,1152.0,,9120.0,,,11.0,15.0,,5.0,68.0,60.0,,20.0,,14.0,,,1050.0,,,,,8139.0,,3.0,
214856,,,,,1048.0,,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911.0,5482.0,,,1285.0,,,,,,991.0,,,,,,,,817.0,,,,,,,5288.0,,,1909.0,,,,1488.0,,,,,,,,,,,,3654.0,,,,,,,,,,,,,,,,,
218140,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223378,,,,,14.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,25.0,,,,,,,,,,,,128.0,143.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
285729,,,,,307.0,,,,,742.0,,,,,,,,,172.0,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0
29322,,,,,1719.0,,,,,,,,3827.0,,,,,,,,,,,,,,,,,,,950.0,,,,,443.0,1110.0,,,,,,,,,,,,,,,,,,1480.0,,972.0,,,,,,,,2040.0,,895.0,,,,,,,,,,360.0,327.0,,754.0,,,387.0,,,,,,,2778.0,,,,,,,,1325.0,
39029,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,18.0,,,4.0,,,,,,,,,,,14.0,,,,13.0,,,,,,,,,,,,12.0,,,,,,,,,,,6.0,,,
40545,,,,,2233.0,,161.0,,,,,,,,,,,,,,,,,,,,,,1143.0,,,,,,,,,,,,,,,,353.0,,,,,2860.0,3259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7295.0,,,,,,,,4716.0,,,,,825.0,
434464,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
487174,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,1287.0,,,,,,,,,,,,,,,,403.0,,,,1926.0,,,,,,,,,,,,,,,,,1107.0,1294.0,,,,306.0,,,759.0,,,,,,,,,,,,,,,1551.0,,,261.0,,1743.0,,,,
502567,,,,,2705.0,,,,,,,,,,,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518635,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544645,,,,,40.0,,68.0,,54.0,39.0,,,,,41.0,,,,,,,,,,,,36.0,,,,,,,,,13.0,95.0,23.0,,,,,,,,,4.0,,,,,,12.0,,24.0,,,70.0,55.0,,,,,,,,,,,,,93.0,,,,109.0,,,,,,,,,,,,,,,,,156.0,,,,,183.0,,
592010,,,,,325.0,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,258.0,,,,,189.0,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,
626930,,,,,2802.0,,,,,,,2343.0,,,,,,,,928.0,,3823.0,,,,,,,,,,844.0,,980.0,,2748.0,,,,1978.0,,,,,825.0,990.0,,,,,,,,,,637.0,,453.0,,,,,,,,,,,,,,,,,,,,,1949.0,,,,,,,,,,,,,,71.0,,,,,,,
717961,,,,,475.0,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,,,1901.0,,,,
718255,,,,,154.0,695.0,,,154.0,248.0,,,,,287.0,,,,,,,,,,,,,,,,,,,498.0,,,,,,,173.0,371.0,,,,,,,,,,414.0,,,134.0,,,,,,,,256.0,,,112.0,,,,,,,,,832.0,,,,,,,625.0,,,,561.0,,,,,,404.0,,,,1214.0,,421.0,769.0,
76122,,,,,641.0,,,,,,,,,,,,,,,,,,,,,,,1875.0,,,,,,,,,,232.0,,,,,886.0,,,951.0,912.0,503.0,,,232.0,286.0,,,572.0,,,485.0,1093.0,,,,,,,,1068.0,1192.0,,,974.0,1054.0,1531.0,493.0,,,,,506.0,,,,53.0,,,,,,,,2.0,,,,,,,,2248.0,
762845,,,,,1.0,,,,,,,,,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,,,,,752.0,,801.0,936.0,,,5265.0,,,,,,,,,,,,,2287.0,,3548.0,,632.0,,,2911.0,,,,,884.0,878.0,,,,,,,,,,,,,,,601.0,677.0,,,,,,,,,,,112.0,1062.0,,,,,,,,1698.0,,,,,,,,,,,,,,,,,474.0,,155.0,,,,,,,,
83339,,,,,602.0,,,,,1779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0,,,,,1092.0,,,,,,,,,,,,,,,640.0,764.0,,,,,,,,,,,,,,,,893.0,,,,,,,
871327,,,,,2010.0,,,,,,4304.0,,1390.0,,,,,,,,,,2575.0,1166.0,,,,,,,2179.0,,,,,,,,,,,,,,,3446.0,3217.0,1351.0,,,,,3826.0,1005.0,,482.0,,,,,,,,,,,,,3159.0,,,,,2379.0,,,,,,,,,3703.0,,,5631.0,5613.0,786.0,,,,,720.0,573.0,,,,,,
905,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,31.0,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0
997888,,,,,1573.0,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,6974.0,,,,,,,,,,,,,,,,,369.0,2612.0,,,,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108058,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,114.0
119224,,,,,,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203611,,,,,,735.0,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.0,,,,,,,,,1566.0,,,,,2628.0,,,,,1281.0,,,,,,,,,,,,,,,,,
132925,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0,,,,
1383,,,,,,142.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,137.0,,79.0,22.0,,,,,,,,,,,,,,,,,,,,,,,192.0,,114.0,,,,,,,,,,,,,,,,,,,282.0,15.0,,348.0,138.0,,,
1439057,,,,,,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,,,,,,20.0,,,380.0,128.0,,17.0,,,,,,102.0,81.0,,271.0,,,181.0,,,,,,,374.0,,,,,,,,108.0,,,,132.0,252.0,,,,,,,,,296.0,,,,,,,,,,,,,382.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
1693,,,,,,113.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178001,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
204516,,,,,,716.0,1012.0,,,,,,,,,,,704.0,,,,,,,,,,,1336.0,,872.0,,,,,466.0,,,,,,721.0,,,,,,,,,1020.0,530.0,,,,,,,,,,,342.0,65.0,,,,,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239935,,,,,,70.0,,,,,,637.0,,,708.0,,236.0,,,241.0,,,,1029.0,,,,,,43.0,,15.0,,721.0,75.0,797.0,,,,13.0,,,1171.0,315.0,1035.0,,211.0,185.0,,1000.0,,829.0,,,685.0,,,732.0,,711.0,,,,,,,,,,,201.0,,,,,,378.0,,,372.0,889.0,,1287.0,,,1597.0,,,,,893.0,1708.0,,753.0,,,641.0,,,
265312,,,,,,2095.0,,,1059.0,,,1801.0,,3705.0,,,,,,,,,3987.0,,,,,,,590.0,,,,,632.0,,,,,,,,,,,,,,,,713.0,3412.0,,,,,,5983.0,,,,,,,,,,,,2045.0,,,,1024.0,,1534.0,,,,,,,,,,,4142.0,,5867.0,,,,,,,,,6.0,,
28026,,,,,,39.0,,,,,,,,,,,,,,,300.0,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,390.0,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,
28118,,,,,,752.0,,,,,,,,,,,,313.0,,164.0,,,,,,,,,,,,,,,,,,523.0,,,445.0,,355.0,,384.0,,307.0,416.0,,,,273.0,,,,46.0,,204.0,,190.0,,,,,,,,,,,,,,,,,182.0,147.0,,,,,,,,,,,,,,,,,,,,,668.0,
282125,,,,,,2600.0,,,,2410.0,,,,,,3351.0,,2393.0,,,2141.0,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,4351.0,,,,2641.0,2377.0,,,,,,,,806.0,,1994.0,,,,,,,,,,,,,,3900.0,,,3187.0,,,,,,,,,1671.0,,2697.0,2731.0,,,,,,,2076.0
290053,,,,,,2112.0,,,,,1786.0,,,,,,,3166.0,,,,,,,977.0,,609.0,,,,4818.0,,1646.0,,,,2105.0,,,,,,1427.0,,,,,,561.0,,,,,,460.0,,,,,,,4296.0,,,,,,,,,1869.0,,,,,484.0,1816.0,783.0,,,115.0,,,,,,,,,,,,,,,,,,,
